Timestamp, pH
2025-01-04 21:15:31, 19.18
2025-01-04 21:15:33, 19.17
2025-01-04 21:15:34, 19.12
2025-01-04 21:15:36, 19.24
2025-01-04 21:15:37, 19.18
2025-01-04 21:15:39, 19.32
2025-01-04 21:15:40, 19.08
2025-01-04 21:15:42, 19.24
2025-01-04 21:15:43, 19.25
2025-01-04 21:15:45, 19.11
2025-01-04 21:15:46, 19.25
2025-01-04 21:15:48, 19.37
2025-01-04 21:15:49, 19.25
2025-01-04 21:15:51, 20.11
2025-01-04 21:15:52, 16.13
2025-01-04 21:15:54, 8.25
2025-01-04 21:15:55, 8.30
2025-01-04 21:15:57, 8.30
2025-01-04 21:15:58, 8.28
2025-01-04 21:16:00, 8.28
2025-01-04 21:16:01, 8.28
2025-01-04 21:16:03, 8.28
2025-01-04 21:16:04, 8.28
2025-01-04 21:16:06, 8.27
2025-01-04 21:16:07, 8.29
2025-01-04 21:16:09, 8.27
2025-01-04 21:16:10, 8.26
2025-01-04 21:16:12, 8.28
2025-01-04 21:16:13, 8.27
2025-01-04 21:16:14, 8.28
2025-01-04 21:16:16, 8.27
2025-01-04 21:16:17, 8.25
2025-01-04 21:16:19, 8.27
2025-01-04 21:16:20, 8.26
2025-01-04 21:16:22, 8.27
2025-01-04 21:16:23, 8.26
2025-01-04 21:16:25, 8.25
2025-01-04 21:16:26, 8.25
2025-01-04 21:16:28, 8.25
2025-01-04 21:16:29, 8.25
2025-01-04 21:16:31, 8.25
2025-01-04 21:16:32, 8.24
2025-01-04 21:16:34, 8.24
2025-01-04 21:16:35, 8.22
2025-01-04 21:16:37, 8.23
2025-01-04 21:16:38, 8.24
2025-01-04 21:16:40, 8.25
2025-01-04 21:16:41, 8.24
2025-01-04 21:16:43, 8.24
2025-01-04 21:16:44, 8.23
2025-01-04 21:16:46, 8.23
2025-01-04 21:16:47, 8.23
2025-01-04 21:16:49, 8.24
2025-01-04 21:16:51, 8.18
2025-01-04 21:16:52, 8.17
2025-01-04 21:16:53, 8.18
2025-01-04 21:16:54, 8.18
2025-01-04 21:16:55, 8.18
2025-01-04 21:16:56, 8.20
2025-01-04 21:16:57, 8.23
2025-01-04 21:16:58, 8.23
2025-01-04 21:16:59, 8.23
2025-01-04 21:17:01, 8.23
2025-01-04 21:17:03, 8.20
2025-01-04 21:17:04, 8.17
2025-01-04 21:17:05, 8.16
2025-01-04 21:17:06, 8.17
2025-01-04 21:17:07, 8.17
2025-01-04 21:17:08, 8.16
2025-01-04 21:17:10, 8.17
2025-01-04 21:17:11, 8.16
2025-01-04 21:17:12, 8.16
2025-01-04 21:17:13, 8.17
2025-01-04 21:17:14, 8.16
2025-01-04 21:17:15, 8.16
2025-01-04 21:17:16, 8.18
2025-01-04 21:17:17, 8.18
2025-01-04 21:17:18, 8.18
2025-01-04 21:17:19, 8.19
2025-01-04 21:17:21, 8.16
2025-01-04 21:17:22, 8.17
2025-01-04 21:17:23, 8.16
2025-01-04 21:17:24, 8.16
2025-01-04 21:17:25, 8.16
2025-01-04 21:17:26, 8.16
2025-01-04 21:17:27, 8.15
2025-01-04 21:17:28, 8.17
2025-01-04 21:17:29, 8.17
2025-01-04 21:17:31, 8.18
2025-01-04 21:17:32, 8.16
2025-01-04 21:17:33, 8.14
2025-01-04 21:17:34, 8.22
2025-01-04 21:17:35, 8.20
2025-01-04 21:17:36, 8.22
2025-01-04 21:17:37, 8.22
2025-01-04 21:17:38, 8.21
2025-01-04 21:17:39, 8.22
2025-01-04 21:17:41, 8.22
2025-01-04 21:17:42, 8.21
2025-01-04 21:17:43, 8.22
2025-01-04 21:17:44, 8.23
2025-01-04 21:17:45, 8.21
2025-01-04 21:17:46, 8.21
2025-01-04 21:17:47, 8.21
2025-01-04 21:17:48, 8.23
2025-01-04 21:17:50, 8.22
2025-01-04 21:17:51, 8.22
2025-01-04 21:17:52, 8.21
2025-01-04 21:17:53, 8.20
2025-01-04 21:17:54, 8.22
2025-01-04 21:17:55, 8.22
2025-01-04 21:17:56, 8.22
2025-01-04 21:17:57, 8.22
2025-01-04 21:17:58, 8.21
2025-01-04 21:18:00, 8.22
2025-01-04 21:18:01, 8.22
2025-01-04 21:18:02, 8.22
2025-01-04 21:18:03, 8.22
2025-01-04 21:18:04, 8.21
2025-01-04 21:18:05, 8.22
2025-01-04 21:18:06, 8.20
2025-01-04 21:18:07, 8.22
2025-01-04 21:18:08, 8.23
2025-01-04 21:18:10, 8.24
2025-01-04 21:18:11, 8.23
2025-01-04 21:18:12, 8.22
2025-01-04 21:18:13, 8.22
2025-01-04 21:18:14, 8.22
2025-01-04 21:18:15, 8.21
2025-01-04 21:18:16, 8.22
2025-01-04 21:18:17, 8.21
2025-01-04 21:18:18, 8.21
2025-01-04 21:18:19, 8.22
2025-01-04 21:18:21, 8.22
2025-01-04 21:18:22, 8.21
2025-01-04 21:18:23, 8.22
2025-01-04 21:18:24, 8.22
2025-01-04 21:18:25, 8.23
2025-01-04 21:18:26, 8.23
2025-01-04 21:18:27, 8.21
2025-01-04 21:18:28, 8.22
2025-01-04 21:18:29, 8.23
2025-01-04 21:18:31, 8.23
2025-01-04 21:18:32, 8.09
2025-01-04 21:18:33, 8.16
2025-01-04 21:18:34, 8.18
2025-01-04 21:18:35, 8.20
2025-01-04 21:18:36, 8.21
2025-01-04 21:18:37, 8.22
2025-01-04 21:18:38, 8.20
2025-01-04 21:18:39, 8.18
2025-01-04 21:18:41, 8.19
2025-01-04 21:18:42, 8.19
2025-01-04 21:18:43, 8.20
2025-01-04 21:18:44, 8.21
2025-01-04 21:18:45, 8.20
2025-01-04 21:18:46, 8.21
2025-01-04 21:18:47, 8.23
2025-01-04 21:18:48, 8.22
2025-01-04 21:18:49, 8.23
2025-01-04 21:18:50, 8.21
2025-01-04 21:18:52, 8.24
2025-01-04 21:18:53, 8.22
2025-01-04 21:18:54, 8.23
2025-01-04 21:18:55, 8.23
2025-01-04 21:18:56, 8.24
2025-01-04 21:18:57, 8.23
2025-01-04 21:18:58, 8.22
2025-01-04 21:18:59, 8.24
2025-01-04 21:19:01, 8.23
2025-01-04 21:19:02, 8.22
2025-01-04 21:19:03, 8.23
2025-01-04 21:19:04, 8.22
2025-01-04 21:19:05, 8.23
2025-01-04 21:19:06, 8.22
2025-01-04 21:19:07, 8.23
2025-01-04 21:19:08, 8.22
2025-01-04 21:19:09, 8.23
2025-01-04 21:19:10, 8.23
2025-01-04 21:19:12, 8.23
2025-01-04 21:19:13, 8.23
2025-01-04 21:19:14, 8.19
2025-01-04 21:19:15, 8.20
2025-01-04 21:19:16, 8.22
2025-01-04 21:19:17, 8.21
2025-01-04 21:19:18, 8.21
2025-01-04 21:19:19, 8.21
2025-01-04 21:19:20, 8.24
2025-01-04 21:19:22, 8.24
2025-01-04 21:19:23, 8.21
2025-01-04 21:19:24, 8.21
2025-01-04 21:19:25, 8.24
2025-01-04 21:19:26, 8.21
2025-01-04 21:19:27, 8.21
2025-01-04 21:19:28, 8.21
2025-01-04 21:19:29, 8.23
2025-01-04 21:19:30, 8.21
2025-01-04 21:19:32, 8.22
2025-01-04 21:19:33, 8.20
2025-01-04 21:19:34, 8.22
2025-01-04 21:19:35, 8.09
2025-01-04 21:19:36, 8.13
2025-01-04 21:19:37, 8.14
2025-01-04 21:19:38, 8.18
2025-01-04 21:19:39, 8.19
2025-01-04 21:19:40, 8.20
2025-01-04 21:19:42, 8.19
2025-01-04 21:19:43, 8.21
2025-01-04 21:19:44, 8.21
2025-01-04 21:19:45, 8.20
2025-01-04 21:19:46, 8.19
2025-01-04 21:19:47, 8.22
2025-01-04 21:19:48, 8.20
2025-01-04 21:19:49, 8.20
2025-01-04 21:19:50, 8.22
2025-01-04 21:19:52, 8.24
2025-01-04 21:19:53, 8.22
2025-01-04 21:19:54, 8.23
2025-01-04 21:19:55, 8.23
2025-01-04 21:19:56, 8.21
2025-01-04 21:19:57, 8.22
2025-01-04 21:19:58, 8.23
2025-01-04 21:19:59, 8.23
2025-01-04 21:20:00, 8.23
2025-01-04 21:20:02, 8.22
2025-01-04 21:20:03, 8.23
2025-01-04 21:20:04, 8.23
2025-01-04 21:20:05, 8.23
2025-01-04 21:20:06, 8.20
2025-01-04 21:20:07, 8.24
2025-01-04 21:20:08, 8.23
2025-01-04 21:20:09, 8.23
2025-01-04 21:20:10, 8.23
2025-01-04 21:20:11, 8.23
2025-01-04 21:20:13, 8.22
2025-01-04 21:20:14, 8.23
2025-01-04 21:20:15, 8.21
2025-01-04 21:20:16, 8.23
2025-01-04 21:20:17, 8.23
2025-01-04 21:20:18, 8.23
2025-01-04 21:20:19, 8.24
2025-01-04 21:20:20, 8.22
2025-01-04 21:20:21, 8.22
2025-01-04 21:20:23, 8.24
2025-01-04 21:20:24, 8.23
2025-01-04 21:20:25, 8.25
2025-01-04 21:20:26, 8.25
2025-01-04 21:20:27, 8.24
2025-01-04 21:20:28, 8.25
2025-01-04 21:20:29, 8.23
2025-01-04 21:20:30, 8.22
2025-01-04 21:20:31, 8.24
2025-01-04 21:20:33, 8.25
2025-01-04 21:20:34, 8.23
2025-01-04 21:20:35, 8.25
2025-01-04 21:20:36, 8.25
2025-01-04 21:20:37, 8.24
2025-01-04 21:20:38, 8.25
2025-01-04 21:20:39, 8.24
2025-01-04 21:20:40, 8.24
2025-01-04 21:20:41, 8.24
2025-01-04 21:20:43, 8.23
2025-01-04 21:20:44, 8.25
2025-01-04 21:20:45, 8.24
2025-01-04 21:20:46, 8.23
2025-01-04 21:20:47, 8.23
2025-01-04 21:20:48, 8.24
2025-01-04 21:20:49, 8.25
2025-01-04 21:20:50, 8.25
2025-01-04 21:20:52, 8.24
2025-01-04 21:20:53, 8.25
2025-01-04 21:20:54, 8.25
2025-01-04 21:20:55, 8.24
2025-01-04 21:20:56, 8.26
2025-01-04 21:20:57, 8.25
2025-01-04 21:20:58, 8.23
2025-01-04 21:20:59, 8.24
2025-01-04 21:21:00, 8.25
2025-01-04 21:21:02, 8.25
2025-01-04 21:21:03, 8.23
2025-01-04 21:21:04, 8.24
2025-01-04 21:21:05, 8.24
2025-01-04 21:21:06, 8.25
2025-01-04 21:21:07, 8.25
2025-01-04 21:21:08, 8.26
2025-01-04 21:21:09, 8.26
2025-01-04 21:21:10, 8.25
2025-01-04 21:21:11, 8.25
2025-01-04 21:21:13, 8.25
2025-01-04 21:21:14, 8.24
2025-01-04 21:21:15, 8.25
2025-01-04 21:21:16, 8.25
2025-01-04 21:21:17, 8.25
2025-01-04 21:21:18, 8.25
2025-01-04 21:21:19, 8.26
2025-01-04 21:21:20, 8.25
2025-01-04 21:21:22, 8.25
2025-01-04 21:21:23, 8.25
2025-01-04 21:21:24, 8.25
2025-01-04 21:21:25, 8.25
2025-01-04 21:21:26, 8.24
2025-01-04 21:21:27, 8.25
2025-01-04 21:21:28, 8.25
2025-01-04 21:21:29, 8.26
2025-01-04 21:21:30, 8.25
2025-01-04 21:21:32, 8.25
2025-01-04 21:21:33, 8.24
2025-01-04 21:21:34, 8.24
2025-01-04 21:21:35, 8.25
2025-01-04 21:21:36, 8.25
2025-01-04 21:21:37, 8.26
2025-01-04 21:21:38, 8.27
2025-01-04 21:21:39, 8.25
2025-01-04 21:21:40, 8.24
2025-01-04 21:21:42, 8.24
2025-01-04 21:21:43, 8.26
2025-01-04 21:21:44, 8.24
2025-01-04 21:21:45, 8.25
2025-01-04 21:21:46, 8.25
2025-01-04 21:21:47, 8.25
2025-01-04 21:21:48, 8.26
2025-01-04 21:21:49, 8.26
2025-01-04 21:21:51, 8.25
2025-01-04 21:21:52, 8.25
2025-01-04 21:21:53, 8.27
2025-01-04 21:21:54, 8.26
2025-01-04 21:21:55, 8.26
2025-01-04 21:21:56, 8.25
2025-01-04 21:21:57, 8.26
2025-01-04 21:21:58, 8.25
2025-01-04 21:21:59, 8.26
2025-01-04 21:22:00, 8.26
2025-01-04 21:22:02, 8.25
2025-01-04 21:22:03, 8.25
2025-01-04 21:22:04, 8.26
2025-01-04 21:22:05, 8.27
2025-01-04 21:22:06, 8.26
2025-01-04 21:22:07, 8.24
2025-01-04 21:22:08, 8.26
2025-01-04 21:22:09, 8.26
2025-01-04 21:22:11, 8.25
2025-01-04 21:22:12, 8.26
2025-01-04 21:22:13, 8.25
2025-01-04 21:22:14, 8.27
2025-01-04 21:22:15, 8.28
2025-01-04 21:22:16, 8.25
2025-01-04 21:22:17, 8.26
2025-01-04 21:22:18, 8.27
2025-01-04 21:22:19, 8.26
2025-01-04 21:22:21, 8.27
2025-01-04 21:22:22, 8.27
2025-01-04 21:22:23, 8.26
2025-01-04 21:22:24, 8.25
2025-01-04 21:22:25, 8.27
2025-01-04 21:22:26, 8.27
2025-01-04 21:22:27, 8.26
2025-01-04 21:22:28, 8.28
2025-01-04 21:22:29, 8.27
2025-01-04 21:22:31, 8.27
2025-01-04 21:22:32, 8.28
2025-01-04 21:22:33, 8.28
2025-01-04 21:22:34, 8.27
2025-01-04 21:22:35, 8.25
2025-01-04 21:22:36, 8.25
2025-01-04 21:22:37, 8.28
2025-01-04 21:22:38, 8.28
2025-01-04 21:22:39, 8.26
2025-01-04 21:22:41, 8.26
2025-01-04 21:22:42, 8.26
2025-01-04 21:22:43, 8.26
2025-01-04 21:22:44, 8.27
2025-01-04 21:22:45, 8.26
2025-01-04 21:22:46, 8.27
2025-01-04 21:22:47, 8.27
2025-01-04 21:22:48, 8.27
2025-01-04 21:22:49, 8.28
2025-01-04 21:22:50, 8.26
2025-01-04 21:22:52, 8.26
2025-01-04 21:22:53, 8.27
2025-01-04 21:22:54, 8.28
2025-01-04 21:22:55, 8.26
2025-01-04 21:22:56, 8.27
2025-01-04 21:22:57, 8.28
2025-01-04 21:22:58, 8.27
2025-01-04 21:22:59, 8.26
2025-01-04 21:23:00, 8.26
2025-01-04 21:23:02, 8.27
2025-01-04 21:23:03, 8.28
2025-01-04 21:23:04, 8.27
2025-01-04 21:23:05, 8.27
2025-01-04 21:23:06, 8.27
2025-01-04 21:23:07, 8.27
2025-01-04 21:23:08, 8.28
2025-01-04 21:23:09, 8.25
2025-01-04 21:23:10, 8.26
2025-01-04 21:23:11, 8.28
2025-01-04 21:23:13, 8.27
2025-01-04 21:23:14, 8.29
2025-01-04 21:23:15, 8.29
2025-01-04 21:23:16, 8.27
2025-01-04 21:23:17, 8.27
2025-01-04 21:23:18, 8.27
2025-01-04 21:23:19, 8.27
2025-01-04 21:23:20, 8.29
2025-01-04 21:23:42, 8.29
2025-01-04 21:23:43, 8.28
2025-01-04 21:23:44, 8.28
2025-01-04 21:23:45, 8.27
2025-01-04 21:23:46, 8.28
2025-01-04 21:23:47, 8.28
2025-01-04 21:23:48, 8.25
2025-01-04 21:23:49, 8.27
2025-01-04 21:23:50, 8.26
2025-01-04 21:23:52, 8.27
2025-01-04 21:23:53, 8.26
2025-01-04 21:23:54, 8.27
2025-01-04 21:23:55, 8.28
2025-01-04 21:23:56, 8.27
2025-01-04 21:23:57, 8.29
2025-01-04 21:23:58, 8.28
2025-01-04 21:23:59, 8.29
2025-01-04 21:24:00, 8.27
2025-01-04 21:24:02, 8.29
2025-01-04 21:24:03, 8.28
2025-01-04 21:24:04, 8.29
2025-01-04 21:24:05, 8.28
2025-01-04 21:24:06, 8.28
2025-01-04 21:24:07, 8.27
2025-01-04 21:24:08, 8.29
2025-01-04 21:24:09, 8.28
2025-01-04 21:24:10, 8.30
2025-01-04 21:24:11, 8.28
2025-01-04 21:24:13, 8.28
2025-01-04 21:24:14, 8.28
2025-01-04 21:24:15, 8.29
2025-01-04 21:24:16, 8.28
2025-01-04 21:24:17, 8.28
2025-01-04 21:24:18, 8.30
2025-01-04 21:24:19, 8.30
2025-01-04 21:24:20, 8.29
2025-01-04 21:24:21, 8.30
2025-01-04 21:24:22, 8.30
2025-01-04 21:24:24, 8.28
2025-01-04 21:24:25, 8.29
2025-01-04 21:24:26, 8.30
2025-01-04 21:24:27, 8.28
2025-01-04 21:24:28, 8.29
2025-01-04 21:24:29, 8.29
2025-01-04 21:24:30, 8.30
2025-01-04 21:24:31, 8.28
2025-01-04 21:24:32, 8.30
2025-01-04 21:24:33, 8.29
2025-01-04 21:24:35, 8.29
2025-01-04 21:24:36, 8.30
2025-01-04 21:24:37, 8.30
2025-01-04 21:24:38, 8.28
2025-01-04 21:24:39, 8.31
2025-01-04 21:24:40, 8.29
2025-01-04 21:24:41, 8.01
2025-01-04 21:24:42, 8.18
2025-01-04 21:24:43, 8.24
2025-01-04 21:24:45, 8.23
2025-01-04 21:24:46, 8.25
2025-01-04 21:24:47, 8.24
2025-01-04 21:24:48, 8.26
2025-01-04 21:24:49, 8.26
2025-01-04 21:24:50, 8.27
2025-01-04 21:24:51, 8.28
2025-01-04 21:24:52, 8.26
2025-01-04 21:24:53, 8.26
2025-01-04 21:24:55, 8.27
2025-01-04 21:24:56, 8.28
2025-01-04 21:24:57, 8.29
2025-01-04 21:24:58, 8.27
2025-01-04 21:24:59, 8.26
2025-01-04 21:25:00, 8.29
2025-01-04 21:25:01, 8.28
2025-01-04 21:25:02, 8.28
2025-01-04 21:25:03, 8.31
2025-01-04 21:25:05, 8.28
2025-01-04 21:25:06, 8.30
2025-01-04 21:25:07, 8.28
2025-01-04 21:25:08, 8.29
2025-01-04 21:25:09, 8.29
2025-01-04 21:25:10, 8.30
2025-01-04 21:25:11, 8.29
2025-01-04 21:25:12, 8.29
2025-01-04 21:25:13, 8.31
2025-01-04 21:25:14, 8.28
2025-01-04 21:25:16, 8.29
2025-01-04 21:25:17, 8.28
2025-01-04 21:25:18, 8.28
2025-01-04 21:25:19, 8.29
2025-01-04 21:25:20, 8.29
2025-01-04 21:25:21, 8.29
2025-01-04 21:25:22, 8.28
2025-01-04 21:25:23, 8.29
2025-01-04 21:25:24, 8.30
2025-01-04 21:25:26, 8.30
2025-01-04 21:25:27, 8.30
2025-01-04 21:25:28, 8.29
2025-01-04 21:25:29, 8.29
2025-01-04 21:25:30, 8.30
2025-01-04 21:25:31, 8.29
2025-01-04 21:25:32, 8.29
2025-01-04 21:25:33, 8.28
2025-01-04 21:25:34, 8.31
2025-01-04 21:25:36, 8.31
2025-01-04 21:25:37, 8.32
2025-01-04 21:25:38, 8.30
2025-01-04 21:25:39, 8.30
2025-01-04 21:25:40, 8.29
2025-01-04 21:25:41, 8.30
2025-01-04 21:25:42, 8.31
2025-01-04 21:25:43, 8.28
2025-01-04 21:25:44, 8.32
2025-01-04 21:25:46, 8.29
2025-01-04 21:25:47, 8.29
2025-01-04 21:25:48, 8.29
2025-01-04 21:25:49, 8.29
2025-01-04 21:25:50, 8.28
2025-01-04 21:25:51, 8.30
2025-01-04 21:25:52, 8.28
2025-01-04 21:25:53, 8.30
2025-01-04 21:25:54, 8.30
2025-01-04 21:25:56, 8.30
2025-01-04 21:25:57, 8.28
2025-01-04 21:25:58, 8.29
2025-01-04 21:25:59, 8.31
2025-01-04 21:26:00, 8.31
2025-01-04 21:26:01, 8.28
2025-01-04 21:26:02, 8.29
2025-01-04 21:26:03, 8.30
2025-01-04 21:26:04, 8.30
2025-01-04 21:26:06, 8.31
2025-01-04 21:26:07, 8.29
2025-01-04 21:26:08, 8.28
2025-01-04 21:26:09, 8.29
2025-01-04 21:26:10, 8.32
2025-01-04 21:26:11, 8.29
2025-01-04 21:26:12, 8.30
2025-01-04 21:26:13, 8.30
2025-01-04 21:26:14, 8.31
2025-01-04 21:26:16, 8.32
2025-01-04 21:26:17, 8.30
2025-01-04 21:26:18, 8.30
2025-01-04 21:26:19, 8.31
2025-01-04 21:26:20, 8.29
2025-01-04 21:26:21, 8.30
2025-01-04 21:26:22, 8.31
2025-01-04 21:26:23, 8.30
2025-01-04 21:26:24, 8.31
2025-01-04 21:26:26, 8.31
2025-01-04 21:26:27, 8.29
2025-01-04 21:26:28, 8.31
2025-01-04 21:26:29, 8.29
2025-01-04 21:26:30, 8.32
2025-01-04 21:26:31, 8.31
2025-01-04 21:26:32, 8.28
2025-01-04 21:26:33, 8.28
2025-01-04 21:26:34, 8.29
2025-01-04 21:26:36, 8.31
2025-01-04 21:26:37, 8.30
2025-01-04 21:26:38, 8.30
2025-01-04 21:26:39, 8.30
2025-01-04 21:26:40, 8.30
2025-01-04 21:26:41, 8.31
2025-01-04 21:26:42, 8.31
2025-01-04 21:26:43, 8.29
2025-01-04 21:26:44, 8.29
2025-01-04 21:26:46, 8.29
2025-01-04 21:26:47, 8.31
2025-01-04 21:26:48, 8.29
2025-01-04 21:26:49, 8.28
2025-01-04 21:26:50, 8.30
2025-01-04 21:26:51, 8.30
2025-01-04 21:26:52, 8.30
2025-01-04 21:26:53, 8.30
2025-01-04 21:26:54, 8.31
2025-01-04 21:26:56, 8.29
2025-01-04 21:26:57, 8.30
2025-01-04 21:26:58, 8.29
2025-01-04 21:26:59, 8.30
2025-01-04 21:27:00, 8.28
2025-01-04 23:02:41, 8.48
2025-01-04 23:02:42, 8.48
2025-01-04 23:02:44, 8.48
2025-01-04 23:02:45, 8.48
2025-01-04 23:02:47, 8.47
2025-01-04 23:02:48, 8.48
2025-01-04 23:02:50, 8.47
2025-01-04 23:02:51, 8.45
2025-01-04 23:02:53, 8.48
2025-01-04 23:02:54, 8.46
2025-01-04 23:02:56, 8.49
2025-01-04 23:02:57, 8.50
2025-01-04 23:02:59, 8.49
2025-01-04 23:03:00, 8.48
2025-01-04 23:03:02, 8.48
2025-01-04 23:03:03, 8.48
2025-01-04 23:03:05, 8.47
2025-01-04 23:03:06, 8.50
2025-01-04 23:03:08, 8.48
2025-01-04 23:03:09, 8.48
2025-01-04 23:03:11, 8.48
2025-01-04 23:03:12, 8.48
2025-01-04 23:03:14, 8.48
2025-01-04 23:03:15, 8.49
2025-01-04 23:03:17, 8.48
2025-01-04 23:03:18, 8.47
2025-01-04 23:03:20, 8.48
2025-01-04 23:03:21, 8.47
2025-01-04 23:03:23, 8.49
2025-01-04 23:03:24, 8.49
2025-01-04 23:03:26, 8.47
2025-01-04 23:03:27, 8.48
2025-01-04 23:03:29, 8.50
2025-01-04 23:03:30, 8.50
2025-01-04 23:03:32, 8.48
2025-01-04 23:03:33, 8.47
2025-01-04 23:03:35, 8.49
2025-01-04 23:03:36, 8.48
2025-01-04 23:03:38, 8.48
2025-01-04 23:03:39, 8.47
2025-01-04 23:03:41, 8.48
2025-01-04 23:03:42, 8.50
2025-01-04 23:03:44, 8.47
2025-01-04 23:03:45, 8.46
2025-01-04 23:03:46, 8.51
2025-01-04 23:03:48, 8.41
2025-01-04 23:03:49, 8.47
2025-01-04 23:03:51, 8.49
2025-01-04 23:03:52, 8.49
2025-01-04 23:03:54, 8.48
2025-01-04 23:03:55, 8.50
2025-01-04 23:03:57, 8.50
2025-01-04 23:03:58, 8.48
2025-01-04 23:04:00, 8.50
2025-01-04 23:04:01, 8.43
2025-01-04 23:04:03, 8.49
2025-01-04 23:04:04, 8.48
2025-01-04 23:04:06, 8.50
2025-01-04 23:04:07, 8.47
2025-01-04 23:04:09, 8.50
2025-01-04 23:04:10, 8.49
2025-01-04 23:04:12, 8.47
2025-01-04 23:04:13, 8.48
2025-01-04 23:04:15, 8.46
2025-01-04 23:04:16, 8.49
2025-01-04 23:04:18, 8.47
2025-01-04 23:04:19, 8.49
2025-01-04 23:04:21, 8.49
2025-01-05 14:31:10, 19.75
2025-01-05 14:31:11, 19.78
2025-01-05 14:31:13, 19.83
2025-01-05 14:31:14, 19.76
2025-01-05 14:31:16, 19.75
2025-01-05 14:31:17, 19.77
2025-01-05 14:31:19, 19.82
2025-01-05 14:31:20, 19.80
2025-01-05 14:31:22, 19.76
2025-01-05 14:31:23, 19.68
2025-01-05 14:31:25, 19.69
2025-01-05 14:31:26, 19.68
2025-01-05 14:31:28, 19.69
2025-01-05 14:31:29, 19.57
2025-01-05 14:31:31, 19.62
